PassengerId,Pclass,Ticket,Fare,Cabin,Embarked,Survived
5649,1,C.A. 20457,20,E148,S,1
5650,3,W.E.P. 94161,13.0959,,S,1
5651,1,PC 66544,102.1636,B144,C,0
5652,1,C.A. 86520,84.762,B17,C,1
5653,2,PC 21130,10,,Q,1
5654,2,STON/O 44091,22.707,,S,0
5655,2,PC 20714,17.6653,,C,0
5656,2,STON/O 11161,10,,S,0
5657,1,W.E.P. 25722,79.7485,C132,C,1
5658,1,W.E.P. 29673,64.11,B129,C,1
5659,1,LINE 65056,66.8801,B50,S,1
5660,1,A/ 45064,163.8155,,S,1
5661,2,SOTON/OQ 49911,25.3906,,S,0
5662,3,SOTON/OQ 48739,5,,C,1
5663,2,PC 70520,10,,S,1
5664,2,W.E.P. 59541,10,,S,1
5665,2,W.E.P. 64292,12.0579,,S,1
5666,2,PC 68862,15.6718,,S,1
5667,3,C.A. 11979,11.2525,,C,1
5668,1,C.A. 44279,35.38,C61,C,0
5669,1,A/ 55595,20,,S,1
5670,3,A/ 79536,22.9836,,S,0
5671,1,PC 83683,20,,S,0
5672,1,W.E.P. 50763,20,,S,1
5673,3,PC 78697,5,,S,0
5674,3,A/ 90687,18.5108,,S,1
5675,2,A/ 29588,30.33,,S,0
5676,3,W.E.P. 56098,26.2681,,Q,0
5677,2,C.A. 13555,31.1794,,S,1
5678,2,LINE 91328,19.5292,,S,1
5679,1,SOTON/OQ 62498,20,E92,S,1
5680,1,A/ 85032,20,,C,1
5681,3,LINE 95924,9.4143,,S,0
5682,1,STON/O 94540,163.8867,D7,C,0
5683,1,LINE 48998,178.3372,D93,S,0
5684,1,C.A. 73411,177.2479,E127,S,1
5685,1,SOTON/OQ 55463,33.9647,D4,S,0
5686,1,SOTON/OQ 40399,106.7474,B100,S,1
5687,1,LINE 70559,104.3494,,S,0
5688,3,A/ 57396,5,,C,0
5689,1,LINE 33437,39.1598,,S,1
5690,1,W.E.P. 49041,181.8636,B8,C,1
5691,1,SOTON/OQ 27234,78.3935,D100,S,1
5692,1,STON/O 51144,121.8514,,S,0
5693,1,A/ 22010,20,C149,S,1
5694,2,PC 67593,34.7023,,S,1
5695,2,A/ 40239,13.8589,,S,0
5696,1,A/ 80134,161.8535,D58,C,1
5697,2,C.A. 67405,39.9138,,S,1
5698,3,STON/O 30426,11.464,,S,0
5699,1,LINE 30562,138.8966,,C,1
5700,1,SOTON/OQ 33099,61.2319,D86,S,0
5701,1,C.A. 26110,49.8208,D110,S,1
5702,1,LINE 25947,20.8889,,Q,1
5703,3,A/ 77118,21.2952,,S,0
5704,1,A/ 84377,48.9729,A82,S,1
5705,1,W.E.P. 21584,146.4825,D4,S,1
5706,1,PC 59062,79.8353,,S,1
5707,2,PC 54936,26.6975,,S,0
5708,1,C.A. 43224,20,C111,S,1
5709,1,W.E.P. 94057,24.1263,E100,C,1
5710,3,C.A. 38037,30,,S,0
5711,1,PC 37602,197.6701,,S,0
5712,2,LINE 37332,28.1058,,S,1
5713,1,STON/O 91415,94.2015,,C,1
5714,3,W.E.P. 34153,5,,C,0
5715,3,PC 57400,5.1978,,C,0
5716,1,W.E.P. 96825,20,,S,1
5717,2,A/ 57597,30.0234,,C,0
5718,1,LINE 18138,109.8537,D13,S,1
5719,1,PC 28252,20,,S,1
5720,1,PC 67137,39.3214,E119,C,0
5721,1,PC 69093,20,,S,1
5722,2,SOTON/OQ 67701,10.9595,,C,0
5723,3,A/ 84776,5,,S,0
5724,1,LINE 24703,208.654,,S,1
5725,2,A/ 98705,10,,S,1
5726,1,C.A. 28408,25.1619,A42,S,0
5727,3,A/ 89081,17.2238,,S,1
5728,1,LINE 98986,36.0065,,C,0
5729,3,STON/O 35628,9.439,,S,0
5730,1,SOTON/OQ 32567,78.9462,C68,C,0
5731,1,LINE 44216,53.134,,S,0
5732,3,SOTON/OQ 34974,16.8924,,S,0
5733,3,LINE 97396,5,,S,0
5734,2,STON/O 26209,41.4362,,S,0
5735,1,LINE 13054,79.5762,,S,1
5736,1,LINE 19842,20,D2,S,0
5737,1,C.A. 90248,88.3019,,S,1
5738,2,SOTON/OQ 27516,10,,S,0
5739,1,SOTON/OQ 53821,37.9295,,C,1
5740,1,SOTON/OQ 25251,80.5838,,C,0
5741,2,C.A. 60330,21.9085,,Q,0
5742,2,LINE 96955,15.3353,,S,1
5743,1,PC 48960,138.0024,D110,S,0
5744,1,LINE 73370,109.2817,E64,S,1
5745,1,STON/O 66056,20,B42,S,1
5746,3,PC 97423,22.4726,,C,0
5747,1,SOTON/OQ 16029,64.6598,D113,S,1
5748,1,STON/O 11532,109.7576,E136,S,1
5749,1,A/ 86007,86.0481,A69,S,1
5750,1,LINE 61996,176.8877,,S,1
5751,1,C.A. 89570,74.0461,B54,C,1
5752,2,W.E.P. 98774,20.4168,,S,1
5753,1,C.A. 93661,247.9856,,S,1
5754,3,LINE 94149,5,,S,1
5755,2,W.E.P. 77400,16.1949,,C,0
5756,1,W.E.P. 65194,212.4207,,S,0
5757,1,SOTON/OQ 93426,96.7532,E34,C,1
5758,1,STON/O 24158,81.5118,B5,C,1
5759,1,SOTON/OQ 71134,36.0801,C17,C,0
5760,1,LINE 86537,20,,S,1
5761,1,LINE 38274,132.0624,B140,C,0
5762,1,PC 56965,141.084,B6,S,1
5763,3,A/ 90273,24.7622,,S,0
5764,3,PC 34627,5,,S,0
5765,3,C.A. 63803,13.8325,,Q,1
5766,3,SOTON/OQ 76462,13.0331,,S,1
5767,1,LINE 63871,81.3041,D128,S,0
5768,1,LINE 43838,60.6334,B6,S,0
5769,1,PC 33017,72.4249,C50,S,1
5770,1,LINE 90167,66.5969,,S,0
5771,3,LINE 27849,5,,S,0
5772,1,PC 66585,96.8848,D30,Q,1
5773,3,C.A. 72184,14.2471,,C,0
5774,3,STON/O 11166,5,,S,0
5775,1,C.A. 40733,20,,S,1
5776,2,A/ 56248,34.169,,S,1
5777,1,STON/O 92766,117.5509,E44,S,0
5778,2,STON/O 47003,25.6643,,C,0
5779,1,STON/O 92356,31.1539,,S,1
5780,1,LINE 98253,41.9309,C52,S,1
5781,1,C.A. 15045,61.4904,,S,0
5782,2,LINE 44852,17.5418,,C,1
5783,2,STON/O 65054,10,,Q,0
5784,3,SOTON/OQ 41970,23.9135,,S,1
5785,3,W.E.P. 78755,19.9311,,S,0
5786,2,SOTON/OQ 16575,16.5577,,C,0
5787,1,PC 10541,116.5473,C123,S,0
5788,1,STON/O 85704,137.0336,A82,Q,0
5789,1,LINE 19425,96.5205,B132,S,0
5790,3,A/ 92653,9.5768,,S,0
5791,2,STON/O 99736,17.4435,,S,0
5792,1,W.E.P. 11642,53.2033,C28,S,0
5793,1,SOTON/OQ 98001,52.9252,C16,S,1
5794,1,SOTON/OQ 38009,233.6425,D142,S,1
5795,2,C.A. 92881,26.1671,,S,0
5796,3,W.E.P. 45140,14.9786,,S,1
5797,1,PC 30429,238.6317,D35,S,1
5798,1,C.A. 21845,71.4442,B35,S,0
5799,3,PC 60663,5,,S,0
5800,3,PC 33404,5,,C,0
5801,3,A/ 70010,14.5159,,S,0
5802,3,W.E.P. 70963,30,,S,0
5803,2,SOTON/OQ 96903,10,,S,0
5804,1,PC 76975,54.2765,,S,1
5805,3,A/ 81859,15.9224,,C,1
5806,1,W.E.P. 38095,190.793,,S,1
5807,1,A/ 82799,77.9646,E22,S,1
5808,1,PC 78071,73.8343,E126,Q,1
5809,2,STON/O 19618,49.4972,,S,0
5810,1,PC 45809,101.6875,,C,1
5811,1,W.E.P. 19114,20,D55,S,1
5812,1,W.E.P. 80310,174.8822,A104,S,1
5813,1,C.A. 88944,80.9492,B13,S,0
5814,2,W.E.P. 86625,10,,S,0
5815,3,W.E.P. 17303,5,,S,0
5816,1,LINE 63179,186.361,C79,Q,0
5817,1,A/ 14429,20,,S,0
5818,1,W.E.P. 62635,103.826,B147,S,1
5819,1,STON/O 99171,98.5128,B6,S,0
5820,3,STON/O 63238,15.6561,,S,0
5821,1,SOTON/OQ 87284,20,A7,S,1
5822,2,PC 47728,35.6432,,S,0
5823,2,A/ 19867,18.4484,,S,1
5824,3,PC 26473,13.1525,,S,0
5825,2,STON/O 43359,47.8067,,S,0
5826,1,LINE 98396,29.5118,,S,0
5827,1,LINE 87494,120.8052,E26,S,1
5828,2,SOTON/OQ 57375,29.6339,,S,1
5829,3,PC 38893,6.7033,,S,1
5830,2,C.A. 50030,14.5725,,S,0
5831,3,A/ 58427,7.3543,,Q,1
5832,1,C.A. 37064,20,D50,S,0
5833,2,A/ 82736,10,,S,0
5834,1,A/ 74186,20,E95,S,1
5835,1,STON/O 79378,75.8609,B79,C,1
5836,1,C.A. 57304,20,,S,1
5837,1,PC 96929,125.6939,B63,S,1
5838,1,A/ 82967,20,B94,S,1
5839,2,W.E.P. 88014,24.9838,,C,0
5840,1,PC 24826,61.4446,,S,0
5841,3,LINE 99465,13.5348,,Q,1
5842,2,A/ 47225,12.9712,,C,0
5843,3,C.A. 87178,30,,S,0
5844,1,C.A. 64208,20,E4,C,0
5845,2,W.E.P. 72768,10,,S,0
5846,1,PC 93543,54.5197,B6,S,1
5847,3,W.E.P. 13481,26.4416,,C,1
5848,2,C.A. 39786,18.3054,,S,0
5849,2,W.E.P. 12221,12.9379,,C,0
5850,3,A/ 23344,5,,S,1
5851,2,C.A. 65655,33.6628,,C,0
5852,2,SOTON/OQ 21020,10,,C,0
5853,1,A/ 16229,105.9934,,S,1
5854,3,C.A. 81774,13.0125,,S,0
5855,1,STON/O 68554,20,C79,C,0
5856,1,C.A. 32336,106.0319,,Q,1
5857,1,LINE 72316,53.7798,A128,S,0
5858,1,SOTON/OQ 82886,165.5427,C109,C,1
5859,1,C.A. 47722,125.6988,E51,C,0
5860,1,SOTON/OQ 73424,289.7594,B140,Q,0
5861,1,STON/O 63399,20,,S,1
5862,1,STON/O 11048,32.4724,C50,S,0
5863,1,W.E.P. 41263,52.5222,,C,1
5864,3,W.E.P. 14517,13.7948,,S,0
5865,2,SOTON/OQ 56195,23.0492,,C,1
5866,3,W.E.P. 55188,10.5147,,S,0
5867,1,W.E.P. 72699,182.6271,,S,0
5868,1,SOTON/OQ 22030,97.638,C138,S,1
5869,3,STON/O 78538,28.7595,,S,0
5870,3,A/ 49719,20.2833,,C,0
5871,1,STON/O 10144,79.0518,,S,1
5872,1,LINE 84151,20,B70,S,1
5873,2,PC 93151,10,,S,0
5874,3,A/ 29101,5.4646,,C,0
5875,1,C.A. 92667,20,,S,0
5876,3,LINE 85209,24.6943,,S,0
5877,1,LINE 41250,20,,C,1
5878,1,SOTON/OQ 24217,117.9447,E86,S,1
5879,1,SOTON/OQ 53316,20,A108,C,1
5880,1,C.A. 22366,45.4316,B86,S,0
5881,2,STON/O 97162,25.4792,,S,0
5882,2,STON/O 71430,12.5994,,S,0
5883,1,STON/O 11915,32.6298,D86,S,1
5884,1,SOTON/OQ 89506,69.9956,,S,0
5885,1,C.A. 90009,228.379,A148,S,0
5886,1,PC 79105,134.4027,C114,C,1
5887,1,STON/O 49702,163.1407,,S,1
5888,3,W.E.P. 75927,21.4792,,C,0
5889,2,SOTON/OQ 95570,10,,S,1
5890,2,A/ 88838,50,,C,0
5891,1,LINE 51303,22.9542,D138,S,0
5892,2,LINE 31643,25.5203,,S,1
5893,1,A/ 93601,20,,S,0
5894,1,W.E.P. 90633,29.1926,,S,0
5895,3,PC 63042,5.7351,,S,0
5896,1,LINE 81042,231.6522,B107,Q,0
5897,2,W.E.P. 20632,10,,S,0
5898,1,LINE 15627,31.8542,B87,S,0
5899,1,PC 27724,102.7153,B59,S,1
5900,1,STON/O 70486,214.4911,C59,S,1
5901,2,LINE 64579,30.8861,,C,0
5902,1,PC 56926,20,E47,C,0
5903,2,STON/O 32339,34.031,,S,1
5904,2,STON/O 67400,10,,S,1
5905,2,A/ 75636,13.4168,,S,0
5906,1,STON/O 71378,82.3191,A118,S,0
5907,2,STON/O 88132,38.4976,,S,1
5908,1,STON/O 29738,158.5172,,S,1
5909,1,W.E.P. 94811,102.3626,,S,1
5910,1,SOTON/OQ 87333,20,,S,1
5911,1,SOTON/OQ 16118,60.5779,C2,S,1
5912,1,SOTON/OQ 88301,142.932,,S,0
5913,3,LINE 42237,5,,S,1
5914,2,PC 75583,35.0735,,S,0
5915,2,SOTON/OQ 24897,10.75,,S,0
5916,3,A/ 55300,19.0346,,S,0
5917,2,PC 19734,16.2074,,S,0
5918,1,A/ 57093,78.3942,B112,S,0
5919,2,A/ 60118,38.3932,,S,1
5920,1,A/ 30169,20,,S,1
5921,1,C.A. 63502,151.0861,A49,S,1
5922,2,STON/O 40493,10,,S,0
5923,1,LINE 70235,20,C3,S,1
5924,3,STON/O 17488,11.3202,,S,1
5925,3,C.A. 58007,22.262,,S,0
5926,1,STON/O 49630,209.1383,C59,S,0
5927,1,C.A. 18786,116.8159,,S,1
5928,2,W.E.P. 81890,50,,C,0
5929,3,W.E.P. 37014,22.4604,,C,0
5930,2,SOTON/OQ 96042,29.2278,,S,1
5931,1,STON/O 32331,106.6607,A43,S,1
5932,1,C.A. 66863,75.6422,,Q,1
5933,1,STON/O 93116,88.7638,E66,S,1
5934,1,PC 29881,107.3026,E3,S,1
5935,1,W.E.P. 58319,101.8524,,C,1
5936,1,PC 89208,65.4106,,Q,0
5937,1,LINE 19996,115.1631,,S,0
5938,3,W.E.P. 59963,16.104,,C,0
5939,2,C.A. 18537,13.441,,S,1
5940,1,C.A. 38294,20,C30,S,1
5941,1,A/ 80045,117.1973,B65,Q,1
5942,2,W.E.P. 81676,27.2945,,S,0
5943,1,PC 30108,39.7703,,S,1
5944,1,LINE 77886,63.0487,A27,S,0
5945,2,PC 65266,18.4633,,S,0
5946,3,STON/O 93054,5.3649,,S,0
5947,1,LINE 73747,76.3557,,S,0
5948,1,A/ 40983,225.9136,,S,1
5949,1,SOTON/OQ 18696,78.5839,B6,S,1
5950,1,W.E.P. 24161,20,E44,C,1
5951,1,LINE 85202,20,E59,S,1
5952,1,C.A. 36147,64.2115,,Q,1
5953,1,PC 20053,286.1481,,C,1
5954,1,LINE 67535,20,,C,0
5955,3,A/ 60922,12.7987,,S,0
5956,3,LINE 28260,5,,S,0
5957,3,LINE 16354,30,,S,0
5958,2,C.A. 58105,13.0086,,S,1
5959,1,C.A. 14576,184.2996,,S,0
5960,2,PC 51667,10,,S,0
5961,3,STON/O 56857,12.4213,,S,1
5962,3,A/ 81706,30,,S,0
5963,1,PC 69685,174.9255,A39,S,1
5964,2,LINE 19147,26.8686,,S,0
5965,1,A/ 41822,134.8515,,S,0
5966,1,A/ 90112,115.7081,D134,C,1
5967,1,LINE 82599,28.5057,,C,1
5968,1,PC 13417,220.3489,,Q,1
5969,2,C.A. 45391,10,,S,0
5970,1,PC 50486,74.7407,B15,S,1
5971,2,LINE 26540,30.8967,,C,1
5972,2,LINE 23798,40.0737,,S,0
5973,3,SOTON/OQ 29643,19.6793,,Q,0
5974,2,LINE 67902,30.5434,,S,1
5975,2,C.A. 56941,10,,S,0
5976,3,PC 69265,5.4539,,C,1
5977,2,SOTON/OQ 13394,20.936,,S,0
5978,2,LINE 18662,21.28,,S,0
5979,1,A/ 20766,168.4278,,S,1
5980,1,W.E.P. 74954,134.554,,C,1
5981,2,A/ 44302,39.6435,,S,0
5982,1,A/ 85235,68.1501,D67,S,0
5983,1,PC 53662,124.3714,A85,S,1
5984,1,A/ 11233,20,D84,S,0
5985,1,W.E.P. 19499,90.3545,,S,0
5986,1,SOTON/OQ 19035,76.9858,C62,S,0
5987,1,STON/O 82938,106.0189,E148,C,1
5988,1,STON/O 74659,82.0873,E38,S,1
5989,1,A/ 11382,196.8916,E66,C,1
5990,2,LINE 83553,50,,S,1
5991,1,PC 42384,49.5397,C135,S,0
5992,1,STON/O 32094,122.0695,,S,1
5993,2,SOTON/OQ 12664,10,,S,0
5994,1,PC 48279,68.8949,D80,Q,1
5995,1,STON/O 26305,56.0362,E81,S,0
5996,1,STON/O 59106,152.9641,A112,S,0
5997,2,C.A. 73516,11.4744,,S,0
5998,1,PC 41836,104.6719,,S,1
5999,2,A/ 38197,27.9271,,S,0
6000,2,A/ 48075,18.4672,,S,0
6001,1,A/ 18548,133.7878,E31,S,1
6002,3,SOTON/OQ 88030,10.9567,,S,0
6003,1,PC 93289,190.5817,,S,1
6004,1,PC 31642,193.9776,,Q,1
6005,1,STON/O 82947,75.3003,B42,C,0
6006,2,LINE 29364,18.7905,,S,0
6007,1,W.E.P. 79450,66.6099,B89,S,1
6008,3,W.E.P. 96583,5,,S,1
6009,2,A/ 88884,11.2238,,S,0
6010,1,A/ 76324,95.3648,D3,C,1
6011,1,LINE 51217,20,E148,S,0
6012,2,SOTON/OQ 18647,35.2372,,S,0
6013,1,LINE 98677,261.2861,C112,S,0
6014,1,PC 24140,196.277,,S,1
6015,1,STON/O 40491,145.101,,S,1
6016,1,LINE 51046,67.016,C63,S,1
6017,1,STON/O 33581,108.637,D68,S,1
6018,3,LINE 78539,5,,S,0
6019,1,STON/O 86822,34.2829,D29,S,1
6020,1,A/ 11349,70.9497,B114,S,1
6021,1,STON/O 28960,100.9171,,Q,0
6022,3,SOTON/OQ 17828,5,,S,1
6023,1,W.E.P. 60838,20,,C,0
6024,3,C.A. 47942,15.1762,,Q,0
6025,2,A/ 86570,48.5603,,S,1
6026,1,SOTON/OQ 43920,126.562,E148,C,0
6027,1,A/ 30631,140.159,,S,1
6028,3,STON/O 31778,8.9759,,Q,0
6029,1,SOTON/OQ 99034,138.7969,D103,S,1
6030,1,PC 23999,161.5635,,S,1
6031,3,PC 81695,15.3049,,S,1
6032,3,SOTON/OQ 32012,25.6206,,Q,0
6033,1,A/ 63490,67.1013,C98,S,0
6034,3,PC 50247,22.4156,,C,0
6035,1,A/ 46817,25.8398,C60,S,0
6036,1,STON/O 53745,194.8245,,C,0
6037,1,STON/O 49723,85.7377,B56,S,1
6038,1,PC 96926,53.5338,C39,S,1
6039,1,STON/O 22310,20,A63,S,0
6040,1,LINE 28294,20,,S,0
6041,1,A/ 58711,98.1321,C132,S,1
6042,2,A/ 32044,16.2448,,S,1
6043,1,STON/O 44739,83.1215,B120,S,1
6044,1,C.A. 56845,24.1404,,C,0
6045,1,A/ 19843,72.9459,D110,C,1
6046,1,C.A. 42428,20,D118,S,0
6047,1,LINE 88911,20,,S,1
6048,3,LINE 30001,5,,S,0
6049,1,PC 88328,41.6082,,S,1
6050,1,C.A. 54744,171.6704,,S,1
6051,2,SOTON/OQ 97408,10.0926,,S,0
6052,3,STON/O 98311,19.9708,,S,0
6053,2,LINE 34094,20.8933,,S,0
6054,2,LINE 20532,30.001,,C,1
6055,1,C.A. 71543,142.6619,,S,1
6056,1,W.E.P. 62040,227.1758,A11,C,1
6057,1,W.E.P. 62179,92.7754,,S,0
6058,1,C.A. 33958,20,,S,0
6059,1,LINE 28223,69.6026,D86,C,0
6060,2,A/ 89662,18.8449,,Q,0
6061,1,C.A. 10428,83.1776,E145,S,0
6062,2,SOTON/OQ 82173,33.1273,,S,0
6063,1,STON/O 62767,195.3591,D49,S,1
6064,1,LINE 30677,152.3004,C125,C,0
6065,1,C.A. 32552,242.6162,B34,S,0
6066,3,A/ 54739,23.7434,,S,0
6067,1,LINE 97532,209.7607,B114,S,1
6068,1,PC 48812,170.6592,,S,1
6069,1,W.E.P. 88690,142.2736,B6,S,0
6070,1,SOTON/OQ 92348,24.3426,D122,C,1
6071,1,C.A. 50028,127.5232,,S,1
6072,1,STON/O 66996,21.9875,,C,0
6073,3,W.E.P. 85152,20.5026,,S,0
6074,1,PC 11386,20,A39,C,0
6075,1,C.A. 70380,20,B19,S,0
6076,2,PC 20585,14.2309,,Q,1
6077,1,STON/O 87886,45.3511,A73,S,0
6078,2,PC 14820,43.0474,,S,0
6079,3,STON/O 14781,7.5821,,S,0
6080,2,W.E.P. 93949,32.6236,,S,1
6081,3,PC 46579,30,,S,1
6082,2,LINE 86952,31.5259,,S,0
6083,3,A/ 33387,5,,Q,0
6084,1,A/ 74084,20,D138,Q,1
6085,3,LINE 57111,6.7833,,S,0
6086,2,STON/O 64651,10,,Q,1
6087,1,LINE 28909,45.6158,E148,S,0
6088,1,PC 81592,20,E92,C,1
6089,3,C.A. 41962,5,,C,1
6090,3,PC 45453,30,,S,0
6091,2,LINE 87726,15.4557,,S,1
6092,1,PC 30054,222.2779,D97,S,0
6093,1,SOTON/OQ 90046,86.7363,E34,S,1
6094,3,PC 53332,20.0849,,S,1
6095,2,STON/O 87147,23.8291,,S,0
6096,3,W.E.P. 34418,12.3335,,Q,0
6097,1,A/ 65233,104.1034,E69,S,1
6098,3,A/ 93658,7.4433,,S,0
6099,3,SOTON/OQ 18338,13.8072,,C,0
6100,1,C.A. 42550,39.3266,,C,1
6101,1,C.A. 84952,81.7748,A72,C,1
6102,3,A/ 28332,27.0363,,C,0
6103,3,PC 76548,5,,S,0
6104,1,W.E.P. 78074,54.3553,E42,C,0
6105,2,PC 62613,50,,S,0
6106,1,LINE 39764,144.0149,D58,S,1
6107,2,SOTON/OQ 21549,10,,S,0
6108,1,STON/O 70542,175.3348,,S,0
6109,2,SOTON/OQ 65364,10,,S,0
6110,1,A/ 68464,108.9769,,S,1
6111,1,SOTON/OQ 55112,222.9917,E33,S,1
6112,1,PC 17184,20,B6,C,1
6113,1,W.E.P. 20322,56.1535,D109,S,1
6114,1,C.A. 75596,87.5468,B105,Q,1
6115,1,STON/O 43789,20.9887,,S,1
6116,2,W.E.P. 91531,46.0077,,S,1
6117,2,W.E.P. 92765,27.573,,S,1
6118,3,A/ 44231,5,,S,0
6119,1,W.E.P. 94609,28.3684,B84,S,0
6120,2,LINE 87156,23.1075,,C,0
6121,3,LINE 79412,30,,S,1
6122,1,W.E.P. 41213,38.5209,C21,C,1
6123,1,SOTON/OQ 81186,69.0869,E62,S,1
6124,2,W.E.P. 57341,10,,C,0
6125,3,W.E.P. 77206,23.321,,S,0
6126,1,C.A. 72261,20,B113,S,0
6127,1,SOTON/OQ 81881,69.1674,,Q,0
6128,1,PC 89707,151.9309,C133,S,0
6129,1,LINE 88613,165.0659,A133,S,1
6130,2,C.A. 33181,10,,C,1
6131,1,PC 47897,87.9042,E109,S,0
6132,1,PC 83182,222.1973,D150,S,0
6133,1,SOTON/OQ 60347,27.4788,D51,C,1
6134,1,PC 22306,20,B150,S,1
6135,2,STON/O 65587,10,,Q,1
6136,2,C.A. 72975,22.5941,,S,1
6137,1,W.E.P. 52263,27.0505,E29,S,0
6138,3,PC 37303,10.0914,,C,0
6139,1,PC 60116,173.965,E20,S,1
6140,3,STON/O 97097,14.2057,,S,1
6141,1,PC 21073,45.9577,,S,0
6142,2,SOTON/OQ 19584,10,,S,0
6143,1,W.E.P. 48111,96.5071,B142,S,1
6144,2,A/ 66794,13.797,,S,0
6145,2,PC 45983,15.7315,,S,0
6146,1,SOTON/OQ 27183,20,,S,0
6147,1,STON/O 66902,141.1574,A7,C,1
6148,2,STON/O 40366,33.2548,,C,0
6149,2,A/ 36189,17.2457,,S,1
6150,1,PC 56253,20,,C,0
6151,3,LINE 37019,5,,Q,0
6152,1,C.A. 40194,131.7639,,S,0
6153,1,LINE 63806,20,,S,0
6154,2,PC 34804,37.3192,,S,0
6155,1,W.E.P. 47460,20,,Q,1
6156,1,W.E.P. 88184,61.6587,B73,S,0
6157,2,C.A. 99268,10,,S,0
6158,1,C.A. 48030,20,,S,0
6159,1,W.E.P. 34390,236.361,C27,S,0
6160,2,W.E.P. 90596,23.3618,,S,0
6161,1,STON/O 64774,184.348,,S,0
6162,2,PC 48758,46.5836,,S,0
6163,1,PC 67854,20,D19,S,0
6164,2,C.A. 44603,16.3797,,S,0
6165,1,A/ 75663,20,,S,0
6166,2,SOTON/OQ 91232,34.8514,,Q,0
6167,2,LINE 99297,31.9869,,S,0
6168,3,C.A. 36268,5,,S,0
6169,1,LINE 68905,116.193,C129,S,0
6170,1,STON/O 42331,128.911,D102,S,1
6171,1,A/ 55484,57.4563,,S,1
6172,1,C.A. 16438,29.6684,,C,1
6173,2,PC 95012,23.6786,,C,0
6174,2,STON/O 19850,23.4342,,Q,0
6175,2,LINE 43407,19.3523,,S,0
6176,1,A/ 48022,146.081,,S,1
6177,2,A/ 24480,29.3086,,Q,1
6178,1,STON/O 76422,47.7593,E58,S,1
6179,3,LINE 44650,5,,S,1
6180,1,A/ 50737,20,E2,C,1
6181,1,LINE 14102,130.5929,,S,1
6182,1,LINE 82661,20,,C,1
6183,1,PC 94718,20,D111,S,1
6184,2,STON/O 99728,26.1008,,S,0
6185,3,C.A. 87680,5,,Q,0
6186,1,W.E.P. 56302,213.5597,,S,0
6187,1,C.A. 76240,151.9065,B57,Q,1
6188,1,W.E.P. 62151,20,,S,1
6189,1,C.A. 84742,138.0174,C24,C,1
6190,3,PC 94630,9.8655,,S,0
6191,1,C.A. 89206,47.7359,C67,S,1
6192,1,PC 87736,83.6023,,S,1
6193,1,LINE 47409,121.0372,,S,0
6194,2,PC 36237,10,,S,1
6195,2,LINE 37701,38.576,,S,0
6196,2,A/ 86911,27.7252,,S,1
6197,1,SOTON/OQ 68444,77.3597,,S,0
6198,1,STON/O 66356,20,,C,0
6199,1,SOTON/OQ 87812,53.4589,B29,S,1
6200,2,PC 42994,22.9504,,S,1
6201,1,STON/O 96607,192.6888,,C,0
6202,1,A/ 16725,162.2882,A101,C,0
6203,3,W.E.P. 64746,5,,S,0
6204,1,LINE 32021,234.3901,,S,1
6205,2,C.A. 23359,13.2341,,S,0
6206,3,STON/O 35420,19.5118,,S,0
6207,3,C.A. 49307,23.789,,S,0
6208,1,W.E.P. 71251,65.9042,,S,0
6209,3,LINE 61701,15.7276,,S,0
6210,2,PC 86704,41.5167,,C,0
6211,1,PC 57150,130.8317,,S,0
6212,1,SOTON/OQ 74371,51.4087,B94,S,1
6213,3,STON/O 91744,14.5885,,S,0
6214,1,C.A. 90610,112.4807,,S,0
6215,3,PC 48702,5.1013,,S,0
6216,1,LINE 11570,49.0494,,S,0
6217,2,LINE 96339,42.8189,,C,0
6218,1,STON/O 65472,228.4926,,S,1
6219,3,PC 91911,16.4055,,S,0
6220,1,LINE 75154,253.2565,,S,1
6221,1,SOTON/OQ 20498,180.6123,B122,Q,1
6222,2,LINE 32482,12.3293,,Q,1
6223,1,SOTON/OQ 48291,20,,S,1
6224,1,SOTON/OQ 77778,20,,S,1
6225,1,A/ 86614,21.4137,D112,S,0
6226,1,PC 67011,40.7588,,S,0
6227,2,STON/O 50560,38.2566,,S,1
6228,1,A/ 43423,20,,S,0
6229,1,C.A. 59608,129.9554,,S,1
6230,1,A/ 58976,150.7822,B134,S,1
6231,1,PC 36443,37.5947,D120,S,1
6232,1,A/ 46341,93.3742,D41,S,1
6233,2,LINE 20244,43.0058,,S,1
6234,2,C.A. 26463,33.81,,Q,1
6235,1,PC 80739,193.9941,B67,C,0
6236,2,A/ 99255,19.6838,,S,0
6237,2,PC 82570,19.7318,,S,0
6238,1,A/ 46056,110.8162,E10,S,1
6239,1,W.E.P. 44810,114.6283,,S,1
6240,1,SOTON/OQ 25127,20,,S,0
6241,2,PC 87203,24.8718,,S,0
6242,2,SOTON/OQ 18605,33.0332,,C,1
6243,2,SOTON/OQ 27959,39.9151,,S,1
6244,1,LINE 49516,111.7267,,S,1
6245,3,C.A. 71907,25.1511,,S,0
6246,3,PC 87441,13.3351,,S,0
6247,2,C.A. 89583,22.0934,,Q,0
6248,3,PC 89366,5,,S,0
6249,2,STON/O 38513,32.3731,,S,1
6250,2,SOTON/OQ 40897,19.0814,,S,0
6251,1,C.A. 82883,20,D133,C,0
6252,1,C.A. 20850,71.1224,C37,S,0
6253,1,W.E.P. 82006,138.0477,C122,C,0
